#column labels
#number   mjd start   mjd stop   mjd midpoint   flux(crab)   flux error(crab)
244	51586.3139	51586.3965	51586.3552	 0.66	0.28
245	51588.4042	51588.4674	51588.4358	 0.73	0.30
246	51600.2875	51600.3069	51600.2972	 0.61	0.18
247	51601.3000	51601.3194	51601.3097	 0.45	0.22
248	51605.2375	51605.2764	51605.2569	 0.33	0.21
249	51611.3153	51611.3347	51611.3250	 0.63	0.26
250	51614.2931	51614.3125	51614.3028	 0.44	0.31
251	51628.2222	51628.2417	51628.2319	-0.06	0.11
252	51633.1583	51633.1778	51633.1681	 0.17	0.32
253	51635.1618	51635.1813	51635.1715	 0.34	0.23
254	51637.1799	51637.1993	51637.1896	 0.86	0.29
255	51639.1854	51639.2049	51639.1951	 0.07	0.23
256	51641.1813	51641.2007	51641.1910	 0.35	0.32
257	51657.1556	51657.1750	51657.1653	 0.32	0.23
258	51658.1840	51658.2035	51658.1938	 0.58	0.23
259	51659.1507	51659.1701	51659.1604	 0.36	0.20
260	51660.1514	51660.1708	51660.1611	 0.25	0.26
261	51661.1396	51661.2993	51661.2202	 2.02	0.25
262	51662.2340	51662.2931	51662.2634	 1.53	0.24
263	51663.1410	51663.2993	51663.2209	 0.80	0.26
264	51664.2007	51664.2785	51664.2396	 4.23	0.30
265	51665.1493	51665.2854	51665.2174	 1.34	0.25
266	51666.1500	51666.2083	51666.1792	 1.54	0.26
267	51667.1604	51667.2813	51667.2183	 0.59	0.25
268	51668.1563	51668.2160	51668.1859	 0.40	0.18
269	51669.1667	51669.1861	51669.1764	 0.68	0.21
270	51872.5076	51872.5229	51872.5153	 0.89	0.49
271	51873.4979	51873.5174	51873.5076	 0.47	0.42
272	51875.5069	51875.5285	51875.5177	 1.35	0.51
273	51876.5007	51876.5340	51876.5174	 0.45	0.38
274	51877.5076	51877.5299	51877.5188	 1.45	0.41
275	51882.5097	51882.5292	51882.5194	 0.70	0.21
276	51883.4583	51883.5292	51883.4905	 0.06	0.33
277	51884.4694	51884.4889	51884.4792	 0.66	0.22
278	51885.4931	51885.5125	51885.5028	 1.06	0.22
279	51900.4146	51900.4340	51900.4243	 0.63	0.22
280	51905.4097	51905.4292	51905.4194	 0.60	0.24
281	51906.4840	51906.5035	51906.4938	 0.67	0.24
282	51907.5097	51907.5292	51907.5194	 0.75	0.21
